,galaxy,v3k,mod0,dl_mpc,z,d_mpc
888,  NGC6788                    ,3087,33.18,43.25138310350088,1.0297123618766954e-05,43.250937743248315
889,  NGC5938                    ,3608,32.12,26.54605561975536,1.2034992554749327e-05,26.54573614201853
890,  NGC7329                    ,3145,33.26,44.87453899331314,1.0490590793981881e-05,44.87406823782599
891,  PGC044594                  ,6937,34.81,91.62204901220011,2.3139341283895807e-05,91.61992898739486
892,  UGC08161                   ,6924,34.88,94.62371613657949,2.309597795152005e-05,94.62153075979133
893,  UGC07890                   ,7793,35.01,100.46157902783926,2.599464993879199e-05,100.45896763214245
894,  UGC08004                   ,6445,34.67,85.90135215053961,2.14982059355209e-05,85.89950546528136
895,  ESO557-005                 ,11264,36.49,198.60949173573718,3.757265968311985e-05,198.6020297292618
896,  NGC0452                    ,4672,34.12,66.68067692136218,1.5584114527657664e-05,66.67963777825037
897,  UGC02134                   ,4365,33.08,41.3047501990161,1.4560072755399337e-05,41.304148807604356
898,  NGC6586                    ,3031,32.84,36.98281797802667,1.0110327725455988e-05,36.982444073397
899,  UGC09758                   ,6703,35.11,105.19618738232234,2.2358801301132132e-05,105.19383537425911
900,  UGC03561                   ,5734,34.66,85.50667128846823,1.9126565218662038e-05,85.50503587082311
901,  NGC6264                    ,10163,35.79,143.8798578255844,3.390011899498819e-05,143.87498044662684
902,  NGC6495                    ,3055,33.26,44.87453899331314,1.0190383108303545e-05,44.87408170922889
903,  UGC11289                   ,3855,33.56,51.522864458175725,1.2858895869888762e-05,51.522201939546
904,  UGC11320                   ,3664,34.37,74.81695005111538,1.2221788448060291e-05,74.81603566535497
905,  NGC7282                    ,4239,33.38,47.42419852602448,1.4139781995449665e-05,47.423527967677565
906,  UGC00542                   ,4199,33.67,54.20008904016238,1.4006356357370405e-05,54.1993299050334
907,  NGC0523                    ,4482,34.32,73.11390834834172,1.4950342746781175e-05,73.11281528669402
908,  PGC023347                  ,5082,33.74,55.975760149511046,1.6951727317970086e-05,55.97481127977356
909,  UGC04332                   ,5756,35.65,134.89628825916506,1.9199949319605632e-05,134.89369830699405
910,  NGC3347A                   ,3098,32.97,39.26449353995993,1.033381566923875e-05,39.26408779211427
911,  NGC3347B                   ,3504,32.94,38.725764492161645,1.1688085895743247e-05,38.7253118673902
912,  NGC4729                    ,3618,32.39,30.06076302628229,1.2068348964269142e-05,30.06040024688211
913,  NGC4017                    ,3749,33.5,50.118723362727245,1.250531792897872e-05,50.118096619995015
914,  NGC4672                    ,3571,33.73,55.71857489319292,1.191157383952601e-05,55.71791120517942
915,  NGC4696                    ,3255,32.79,36.14098626396132,1.0857511298699849e-05,36.14059386705507
916,  PGC044416                  ,7878,33.81,57.80960474057187,2.6278179419710417e-05,57.808085649325264
917,  NGC4921                    ,5737,34.9,95.4992586021435,1.9136572141517985e-05,95.49743110866375
918,  NGC5011                    ,3373,33.11,41.879356511791826,1.1251116931033669e-05,41.87888532755606
919,  ESO137-006                 ,5535,34.56,81.65823713585938,1.8462772669217715e-05,81.65672952622523
920,  UGC11635                   ,4706,34.27,71.44963260755151,1.5697526320025034e-05,71.44851104266888
921,  UGC11723                   ,4572,34.26,71.12135136533281,1.5250550432459511e-05,71.12026674211809
922,  UGC11973                   ,3918,33.56,51.522864458175725,1.3069041249863598e-05,51.52219111253479
923,  NGC7264                    ,3961,34.7,87.09635899560814,1.3212473810798803e-05,87.09520825245006
924,  PGC072139                  ,6289,34.87,94.18895965228398,2.0977845947011784e-05,94.18698381224736
925,  NGC5557                    ,3389,32.58,32.809529311311906,1.1304487186265374e-05,32.809158420600944
926,  NGC5283                    ,3204,33.23,44.25883723626255,1.0687393610148792e-05,44.25836422970349
927,  NGC3250                    ,3102,33.13,42.266861426560325,1.0347158233046677e-05,42.26642408918233
928,  NGC3258                    ,3120,32.51,31.76874070649769,1.0407199770182344e-05,31.768410086307544
929,  NGC3268                    ,3119,32.69,34.514373933585574,1.0403864129230362e-05,34.51401485446447
930,  ESO323-025                 ,4508,33.48,49.65923214503358,1.5037069411532694e-05,49.65848542694133
931,  ESO268-044                 ,3751,32.88,37.670379898390934,1.2511989210882684e-05,37.66990857290129
932,  ESO322-042                 ,4211,32.71,34.833731503601165,1.4046384048794183e-05,34.833242222503245
933,  NGC4603A                   ,3978,32.47,31.188895840939352,1.3269179706982488e-05,31.188481995366967
934,  NGC3095                    ,3051,32.46,31.045595881283557,1.0177040544495618e-05,31.04527993221097
935,  ESO437-004                 ,3641,33.44,48.75284901033861,1.2145068706164716e-05,48.75225691082885
936,  ESO437-034                 ,4107,33.59,52.23961889991208,1.3699477389788105e-05,52.23890325423808
937,  NGC3285                    ,3730,34.15,67.60829753919819,1.2441940750891072e-05,67.6074563712317
938,  NGC2424                    ,3490,33.45,48.97788193684466,1.1641386922415507e-05,48.97731177300789
939,  NGC3689                    ,3049,33.28,45.28975799036214,1.0170369262591656e-05,45.28929738148413
940,  NGC4284                    ,4348,34.2,69.18309709189376,1.450336685921565e-05,69.18209371860847
941,  NGC1134                    ,3434,32.89,37.84425847170935,1.145459102910454e-05,37.843824986171164
942,  NGC6104                    ,8413,35.74,140.60475241299127,2.8062747329020533e-05,140.6008067680767
943,  UGC12914                   ,4002,33.49,49.888448746001266,1.3349235089830045e-05,49.8877827822608
944,  NGC2369                    ,3366,32.61,33.26595532940047,1.1227767444369797e-05,33.265581831183766
945,  NGC0214                    ,4210,33.8,57.543993733715666,1.40430484078422e-05,57.543185651974014
946,  NGC2916                    ,4011,32.96,39.08408957924025,1.3379255858397879e-05,39.08356667020191
947,  NGC5656                    ,3315,33.88,59.70352865838378,1.105764975581874e-05,59.70286848497466
948,  NGC5772                    ,5004,35.12,105.68175092136563,1.6691547323715528e-05,105.67998695886214
949,  NGC5720                    ,7892,35.41,120.78138351067773,2.632487839303816e-05,120.77820403914389
950,  NGC5980                    ,4210,33.5,50.118723362727245,1.40430484078422e-05,50.11801955295255
951,  NGC7311                    ,4155,33.76,56.49369748123022,1.3859588155483218e-05,56.49291451270137
952,  IC1153                     ,5939,31.26,17.864875748520536,1.981037161381825e-05,17.86452184570407
953,  PGC002501                  ,16269,36.74,222.84351492703078,5.4267542647787356e-05,222.83142241331169
954,  UGC01493                   ,3898,33.44,48.75284901033861,1.3002328430823967e-05,48.752215118025916
955,  NGC0759                    ,4398,34.16,67.9203632617183,1.4670148906814727e-05,67.9193668744926
956,  IC1783                     ,3152,32.85,37.153522909717275,1.0513940280645753e-05,37.153132283903204
957,  NGC0818                    ,4012,33.83,58.34451042737447,1.338259149934986e-05,58.34372963707419
958,  NGC0935                    ,3934,32.98,39.445730207527774,1.3122411505095301e-05,39.44521259121624
959,  NGC1275                    ,5105,34.46,77.98301105232593,1.7028447059865663e-05,77.98168314536285
960,  NGC1752                    ,3569,33.27,45.08167045414609,1.1904902557622047e-05,45.081133767641404
961,  PGC017475                  ,7083,35.04,101.85913880541149,2.362634486288511e-05,101.85673230312749
962,  IC0416                     ,3221,33.5,50.118723362727245,1.0744099506332477e-05,50.11818488796173
963,  NGC2320                    ,5980,34.48,78.7045789695097,1.9947132892849493e-05,78.70300907012872
964,  ESO257-019                 ,3052,32.77,35.80964371026362,1.01803761854476e-05,35.80927915833086
965,  ESO123-009                 ,3346,32.78,35.97493351557423,1.1161054625330167e-05,35.97453200185743
966,  ESO123-016                 ,3388,32.58,32.809529311311906,1.1301151545313391e-05,32.809158530039284
967,  UGC04133                   ,9008,35.38,119.12420080273762,3.0047453695449535e-05,119.12062153137799
968,  ESO123-023                 ,3072,33.05,40.73802778041122,1.024708900448723e-05,40.73761033849225
969,  PGC023338                  ,5268,34.46,77.98301105232593,1.757215653503865e-05,77.98164074672788
970,  PGC024778                  ,3204,32.91,38.194427084004566,1.0687393610148792e-05,38.19401888949114
971,  ESO563-021                 ,4875,34.71,87.49837752274364,1.6261249640909912e-05,87.49695471292024
972,  ESO563-017                 ,3749,33.96,61.94410750767811,1.250531792897872e-05,61.94333288660678
973,  PGC027158                  ,3003,32.83,36.812897364253125,1.0016929778800506e-05,36.812528615739005
974,  ESO564-023                 ,8049,35.22,110.66237839776676,2.684857402249926e-05,110.65940735047722
975,  ESO497-018                 ,5424,34.91,95.94006315159317,1.809251652354777e-05,95.93832738581969
976,  ESO564-031                 ,5472,33.95,61.65950018614834,1.825262728924288e-05,61.65837475881462
977,  ESO061-008                 ,3530,33.22,44.05548635065535,1.1774812560494768e-05,44.05496761166936
978,  NGC2865                    ,3039,32.87,37.49730022454834,1.013701285307184e-05,37.496920117787155
979,  ESO499-005                 ,4628,33.48,49.65923214503358,1.5437346325770475e-05,49.658465550102875
980,  IC2522                     ,3331,32.38,29.92264636608195,1.1111020011050445e-05,29.922313898653446
981,  ESO435-019                 ,3135,32.02,25.351286304979123,1.0457234384462066e-05,25.351021203408514
982,  NGC3089                    ,3036,32.3,28.840315031265998,1.0127005930215896e-05,28.84002296818237
983,  ESO567-006                 ,4068,34.45,77.62471166286927,1.3569387392660826e-05,77.62365835737819
984,  IC2536                     ,3047,32.3,28.840315031265998,1.0163697980687693e-05,28.840021909993546
985,  IC2539                     ,3160,32.47,31.188895840939352,1.0540625408261605e-05,31.188567093936594
986,  IC2537                     ,3120,32.73,35.15604405282976,1.0407199770182344e-05,35.155678180663884
987,  NGC3120                    ,3107,31.67,21.57744409152669,1.0363836437806584e-05,21.577220468742972
988,  NGC3157                    ,3164,32.43,30.619634336906756,1.055396797206953e-05,30.61931118167722
989,  ESO375-026                 ,3448,32.96,39.08408957924025,1.1501290002432283e-05,39.08364006696149
990,  NGC3309                    ,4433,33.66,53.951062251512674,1.478689634013408e-05,53.95026449454407
991,  ESO501-011                 ,4115,33.84,58.61381645140297,1.3726162517403957e-05,58.61301191967572
992,  ESO436-034                 ,3963,34.39,75.50922276654342,1.3219145092702765e-05,75.50822461236656
993,  ESO317-041                 ,6168,34.78,90.36494737223023,2.057423339182202e-05,90.36308822096316
994,  ESO436-039                 ,3823,34.11,66.37430704019089,1.2752155359425353e-05,66.37346063550912
995,  ESO501-001                 ,4151,33.63,53.210825926679526,1.3846245591675291e-05,53.21008916671697
996,  NGC3318                    ,3075,32.64,33.728730865886924,1.0257095927343175e-05,33.728384910607424
997,  ESO437-056                 ,3263,33.02,40.17908108489409,1.0884196426315701e-05,40.17864377264312
998,  ESO437-072                 ,3671,33.8,57.543993733715666,1.2245137934724161e-05,57.54328910820332
999,  ESO377-010                 ,3197,32.97,39.26449353995993,1.066404412348492e-05,39.264074826133516
1000,  NGC3533                    ,3441,33.06,40.926065973001094,1.1477940515768413e-05,40.92559623144198
1001,  ESO438-015                 ,3712,33.01,39.9944749761097,1.2381899213755405e-05,39.99397977468298
1002,  NGC3549                    ,3033,33.04,40.550853544838354,1.0116999007359951e-05,40.550443296043774
1003,  NGC3646                    ,4578,33.78,57.01642722807478,1.52705642781714e-05,57.01555656835335
1004,  NGC3811                    ,3364,33.13,42.266861426560325,1.1221096162465835e-05,42.26638715136566
1005,  ESO439-018                 ,9193,35.59,131.21998990192043,3.0664547271566115e-05,131.21596622372138
1006,  ESO266-015                 ,3470,33.14,42.461956394631294,1.1574674103375877e-05,42.461464917012925
1007,  ESO439-020                 ,4440,34.24,70.46930689671481,1.4810245826797951e-05,70.46826324441317
1008,  ESO380-019                 ,3245,33.0,39.81071705534969,1.0824154889180034e-05,39.8102861426463
1009,  ESO573-014                 ,7197,35.12,105.68175092136563,2.4006607931411002e-05,105.67921392191052
1010,  IC3253                     ,3018,32.19,27.41574171927881,1.0066964393080229e-05,27.4154657287615
1011,  NGC4575                    ,3266,32.32,29.107171180666082,1.0894203349171646e-05,29.10685408467883
1012,  NGC4679                    ,4939,33.86,59.156163417547425,1.647473066183673e-05,59.15518885174384
1013,  ESO323-027                 ,4133,33.26,44.87453899331314,1.3786204054539624e-05,44.87392035229043
1014,  ESO323-042                 ,4479,32.62,33.419504002611355,1.494033582392523e-05,33.419004711458065
1015,  IC4051                     ,5251,35.6,131.825673855641,1.7515450638854965e-05,131.8233649099999
1016,  ESO443-041                 ,5174,34.31,72.77798045368242,1.725860628555239e-05,72.77672442884874
1017,  PGC045877                  ,3074,32.33,29.241523778433308,1.0253760286391195e-05,29.241223945932486
1018,  NGC5018                    ,3157,32.91,38.194427084004566,1.053061848540566e-05,38.19402487730016
1019,  NGC5022                    ,3304,32.77,35.80964371026362,1.1020957705346943e-05,35.809249058044294
1020,  ESO576-011                 ,3071,32.56,32.50872973854347,1.024375336353525e-05,32.50839673054512
1021,  PGC091705                  ,5051,34.72,87.90225168308842,1.684832244845866e-05,87.90077070256015
1022,  ESO445-015                 ,4651,34.36,74.47319739059888,1.5514066067666052e-05,74.47204202641869
1023,  ESO444-086                 ,4317,33.97,62.23002851691589,1.4399961989704223e-05,62.22913241977439
1024,  IC4296                     ,4052,33.58,51.99959965335152,1.3516017137429121e-05,51.99889683537076
1025,  ESO383-067                 ,4364,33.24,44.46312674691093,1.4556737114447355e-05,44.46247951828513
1026,  ESO383-088                 ,4499,33.63,53.210825926679526,1.500704864296486e-05,53.21002740121003
1027,  ESO271-022                 ,3232,33.07,41.114972110452214,1.0780791556804274e-05,41.11452886328658
1028,  ESO446-023                 ,7182,35.37,118.57687481671597,2.395657331713128e-05,118.57403418917241
1029,  ESO447-019                 ,4093,33.2,43.651583224016655,1.3652778416460363e-05,43.65098726675984
1030,  ESO447-023                 ,4000,33.55,51.28613839913638,1.3342563807926082e-05,51.28545411969236
1031,  NGC5592                    ,4578,33.49,49.888448746001266,1.52705642781714e-05,49.88768693287127
1032,  ESO446-051                 ,7460,35.12,105.68175092136563,2.4883881501782144e-05,105.67912121463611
1033,  ESO580-049                 ,4190,33.6,52.480746024977336,1.397633558880257e-05,52.48001254671028
1034,  NGC5833                    ,3132,32.52,31.915378551007645,1.0447227461606122e-05,31.915045127271753
1035,  ESO387-026                 ,4538,33.75,56.23413251903491,1.513713864009214e-05,56.23328130805956
1036,  ESO329-007                 ,4763,34.0,63.09573444801929,1.5887657854287984e-05,63.09473202050455
1037,  ESO516-008                 ,7234,35.0,100.0,2.413002664663432e-05,99.99758705555975
1038,  NGC6411                    ,3690,33.86,59.156163417547425,1.230851511281181e-05,59.155435301978
1039,  ESO397-018                 ,5275,34.09,65.76578373554213,1.759550602170252e-05,65.76462657365923
1040,  UGC12123                   ,3733,33.72,55.462571295791044,1.2451947673747017e-05,55.46188068735483
1041,  IC1474                     ,3121,33.18,43.25138310350088,1.0410535411134326e-05,43.250932838133004
1042,  NGC7593                    ,3738,33.65,53.703179637025215,1.2468625878506924e-05,53.70251004051879
1043,  NGC7626                    ,3033,33.23,44.25883723626255,1.0116999007359951e-05,44.25838947418017
1044,  NGC7608                    ,3160,33.17,43.0526610491711,1.0540625408261605e-05,43.05220725198146
1045,  NGC7469                    ,4545,34.25,70.79457843841374,1.5160488126756011e-05,70.7935051743191
1046,  UGC11711                   ,8652,36.09,165.19617982290148,2.8859965516544116e-05,165.19141240443588
1047,  UGC11142                   ,4404,34.15,67.60829753919819,1.4690162752526616e-05,67.60730437689364
1048,  UGC12430                   ,3333,33.12,42.07266283844437,1.1117691292954408e-05,42.072195092767316
1049,  UGC11994                   ,4555,34.04,64.26877173170195,1.5193844536275826e-05,64.26779525681212
1050,  UGC00014                   ,6914,35.03,101.39113857366799,2.3062621542000234e-05,101.38880028213848
1051,  NGC7591                    ,4585,33.72,55.462571295791044,1.5293913764835272e-05,55.46172306898118
1052,  IC5309                     ,3815,33.33,46.34469197362874,1.27254702318095e-05,46.34410222313548
1053,  NGC0801                    ,5524,33.77,56.75446054085477,1.8426080618745918e-05,56.753414797858326
1054,  NGC6674                    ,3287,33.7,54.954087385762485,1.0964251809163258e-05,54.95348486191667
1055,  NGC6702                    ,4590,34.18,68.5488226452662,1.531059196959518e-05,68.54777313828126
1056,  UGC03539                   ,3325,33.42,48.30588020397729,1.1091006165338555e-05,48.30534444910419
1057,  UGC03489                   ,5559,34.56,81.65823713585938,1.8542828052065273e-05,81.65672298928568
1058,  UGC03474                   ,3627,33.32,46.13175745603791,1.2098369732836974e-05,46.13119934373203
1059,  UGC03879                   ,4945,33.85,58.88436553555896,1.649474450754862e-05,58.88339426901476
1060,  NGC2623                    ,5737,34.95,97.72372209558111,1.9136572141517985e-05,97.72185203430985
1061,  NGC7678                    ,3142,33.26,44.87453899331314,1.0480583871125937e-05,44.874068686872626
1062,  NGC4876                    ,6969,34.76,89.53647655495938,2.3246081794359216e-05,89.53439523108443
1063,  NGC4883                    ,8419,34.71,87.49837752274364,2.8082761174732422e-05,87.4959203957074
1064,  NGC4895                    ,8794,34.79,90.78205301781861,2.9333626531725493e-05,90.77939012909178
1065,  NGC4840                    ,6305,35.03,101.39113857366799,2.1031216202243485e-05,101.38900623955722
1066,  PGC027509                  ,6964,34.81,91.62204901220011,2.322940358959931e-05,91.61992073608448
1067,  IC2559                     ,3307,32.7,34.67368504525324,1.1030964628202888e-05,34.673302565279094
1068,  UGC11648                   ,3206,32.86,37.32501577957206,1.0694064892052755e-05,37.324616627699776
1069,  NGC5064                    ,3247,33.19,43.45102241715714,1.0830826171083997e-05,43.450551811783434
1070,  PGC071159                  ,3504,32.09,26.18183008218992,1.1688085895743247e-05,26.1815240702877
1071,  UGC12535                   ,3835,32.57,32.6587832172336,1.279218305084913e-05,32.65836544544468
1072,  NGC7631                    ,3385,33.69,54.7015962893971,1.1291144622457447e-05,54.70097865273615
1073,  ESO380-025                 ,3100,31.57,20.606299132700002,1.0340486951142714e-05,20.60608605573603
1074,  UGC00809                   ,3919,34.13,66.98846094165272,1.3072376890815579e-05,66.98758525469127
1075,  UGC00841                   ,5288,33.99,62.8058358813318,1.763886935407828e-05,62.80472807693844
1076,  NGC0496                    ,5724,33.63,53.210825926679526,1.9093208809142223e-05,53.20980998066687
1077,  NGC0512                    ,4578,34.84,92.89663867799382,1.52705642781714e-05,92.89522011556392
1078,  UGC01033                   ,3756,33.85,58.88436553555896,1.2528667415642591e-05,58.88362780217
1079,  NGC0688                    ,3892,33.88,59.70352865838378,1.2982314585112079e-05,59.70275357845523
1080,  UGC01416                   ,5223,35.4,120.22644346174131,1.742205269219948e-05,120.22434890679976
1081,  UGC01366                   ,4862,34.4,75.85775750291836,1.6217886308534154e-05,75.85652727038332
1082,  NGC0668                    ,4242,33.75,56.23413251903491,1.414978891830561e-05,56.2333368291886
1083,  UGC02454                   ,7420,35.02,100.92528860766876,2.475045586370288e-05,100.92279072259134
1084,  UGC02444                   ,6496,35.05,102.32929922807537,2.1668323624071958e-05,102.3270819717477
1085,  UGC02617                   ,4536,33.13,42.266861426560325,1.5130467358188177e-05,42.26622191886923
1086,  UGC04400                   ,4615,34.48,78.7045789695097,1.5393982993394717e-05,78.70336741121024
1087,  UGC04361                   ,3976,33.23,44.25883723626255,1.3262508425078525e-05,44.258250260845585
1088,  UGC04424                   ,4668,34.35,74.13102413009177,1.557077196384974e-05,74.1298698707923
1089,  UGC12701                   ,8480,35.44,122.46161992650464,2.8286235272803294e-05,122.45815604629165
1090,  UGC03275                   ,7968,35.67,136.14446824659512,2.6578387105388755e-05,136.14084984238715
1091,  UGC04299                   ,4518,33.79,57.279603098582925,1.507042582105251e-05,57.27873988358239
1092,  NGC5185                    ,7666,35.26,112.71974561755094,2.5571023537890336e-05,112.71686333198555
1093,  IC4202                     ,7399,35.44,122.46161992650464,2.468040740371127e-05,122.45859759842581
1094,  UGC11579                   ,5595,34.89,95.0604793656281,1.8662911126336608e-05,95.05870529345943
1095,  UGC12721                   ,7258,35.09,104.23174293933057,2.4210082029481874e-05,104.2292195413756
1096,  UGC11455                   ,5287,34.73,88.30799004185621,1.76355337131263e-05,88.30643271078506
1097,  PGC011350                  ,8203,34.41,76.20790100254113,2.7362262729104412e-05,76.20581583898667
1098,  PGC090831                  ,11508,36.59,207.96966871037023,3.8386556075403336e-05,207.9616857774576
1099,  PGC072968                  ,7564,35.41,120.78138351067773,2.5230788160788222e-05,120.77833617806321
1100,  IC2510                     ,3116,32.46,31.045595881283557,1.0393857206374417e-05,31.04527320114697
1101,  NGC1620                    ,3454,33.06,40.926065973001094,1.1521303848144172e-05,40.9255944567922
1102,  ESO443-042                 ,3215,32.97,39.26449353995993,1.0724085660620588e-05,39.26407246868339
1103,  NGC0958                    ,5503,34.45,77.62471166286927,1.8356032158754306e-05,77.62328680732037
1104,  PGC016118                  ,4448,33.71,55.20774392807573,1.4836930954413803e-05,55.206924826743865
1105,  UGC03326                   ,4072,34.6,83.17637711026708,1.358272995646875e-05,83.17524736334308
1106,  UGC03757                   ,5627,35.2,109.64781961431873,1.8769651636800017e-05,109.64576160157003
1107,  UGC03283                   ,4517,34.22,69.82324040771705,1.5067090180100529e-05,69.82218839050799
1108,  UGC03675                   ,3794,33.96,61.94410750767811,1.2655421771817889e-05,61.94332358879215
1109,  UGC03207                   ,4540,34.2,69.18309709189376,1.5143809921996104e-05,69.18204941208744
1110,  UGC03214                   ,4887,34.23,70.145529841997,1.630127733233369e-05,70.144386398901
1111,  UGC04257                   ,4385,33.88,59.70352865838378,1.4626785574438967e-05,59.70265540044501
1112,  NGC2998                    ,4987,33.85,58.88436553555896,1.6634841427531844e-05,58.883386019769816
1113,  NGC3987                    ,4678,34.07,65.16283940608427,1.5604128373369553e-05,65.16182261263918
1114,  NGC4428                    ,3324,32.93,38.54783576657721,1.1087670524386575e-05,38.547408365613684
1115,  NGC5728                    ,3014,32.22,27.797132677592884,1.0053621829272303e-05,27.79685321854258
1116,  NGC5184                    ,4285,33.81,57.80960474057187,1.4293221479240816e-05,57.8087784668978
1117,  UGC11527                   ,5225,34.31,72.77798045368242,1.7428723974103445e-05,72.77671204845639
1118,  PGC065506                  ,5728,34.94,97.2747223776964,1.910655137295015e-05,97.27286382872646
1119,  NGC4055                    ,7651,35.32,115.87773561551262,2.5520988923610613e-05,115.87477837657715
1120,  IC3370                     ,3232,32.12,26.54605561975536,1.0780791556804274e-05,26.54576943534836
1121,  ESO321-010                 ,3426,32.93,38.54783576657721,1.1427905901488688e-05,38.54739525057153
1122,  ESO435-050                 ,3043,33.35,46.77351412871982,1.0150355416879768e-05,46.77303936574633
1123,  NGC0338                    ,4475,34.46,77.98301105232593,1.4926993260117305e-05,77.9818470178211
1124,  UGC03205                   ,3546,33.85,58.88436553555896,1.1828182815726471e-05,58.8836690487566
1125,  NGC5533                    ,4045,33.38,47.42419852602448,1.349266765076525e-05,47.423558655708725
1126,  NGC3557                    ,3374,33.28,45.28975799036214,1.125445257198565e-05,45.289248284665305
1127,  NGC5044                    ,3008,32.45,30.90295432513592,1.0033607983560414e-05,30.902644260117757
1128,  NGC2523                    ,3514,32.84,36.98281797802667,1.1721442305263064e-05,36.98238449114054
1129,  NGC4926                    ,8124,34.87,94.18895965228398,2.7098747093897872e-05,94.18640731865239
1130,  NGC4860                    ,8248,35.19,109.14403364487572,2.751236657194358e-05,109.1410309168251
1131,  IC4045                     ,7235,34.94,97.2747223776964,2.41333622875863e-05,97.27237486823313
1132,  IC3947                     ,5922,35.06,102.80162981264746,1.9753665717634564e-05,102.79959914373008
1133,  NGC0536                    ,4913,33.92,60.81350012787188,1.638800399708521e-05,60.81250353232092
1134,  ESO445-081                 ,4621,34.8,91.20108393559077,1.5413996839106607e-05,91.19967818403951
1135,  ESO380-023                 ,3053,33.66,53.951062251512674,1.0183711826399583e-05,53.950512835037074
1136,  ESO385-008                 ,3980,33.78,57.01642722807478,1.3275850988886452e-05,57.01567029653189
1137,  NGC3311                    ,4177,33.23,44.25883723626255,1.3932972256426811e-05,44.258220587702986
1138,  NGC4884                    ,6714,35.06,102.80162981264746,2.239549335160393e-05,102.7993275709903
1139,  NGC4839                    ,7610,35.21,110.15393095414146,2.538422764457937e-05,110.15113485265906
1140,  NGC4946                    ,3377,33.37,47.206304126358994,1.1264459494841594e-05,47.20577237884812
1141,  NGC7610                    ,3185,33.2,43.651583224016655,1.0624016432061143e-05,43.651119473806084
1142,  NGC7619                    ,3393,33.6,52.480746024977336,1.1317829750073299e-05,52.480152063551024
1143,  ESO379-006                 ,3262,32.9,38.018939632056124,1.0880860785363719e-05,38.01852595776791
1144,  UGC04614                   ,7774,35.33,116.41260294104885,2.593127276070434e-05,116.4095842923666
1145,  UGC01087                   ,4183,34.19,68.86522963442748,1.39529861021387e-05,68.86426877224237
1146,  NGC2441                    ,3491,32.94,38.725764492161645,1.1644722563367487e-05,38.725313546629216
1147,  NGC0708                    ,4586,33.46,49.20395356814511,1.5297249405787255e-05,49.20320089450946
1148,  NGC2347                    ,4465,34.73,88.30799004185621,1.4893636850597488e-05,88.30667483430975
1149,  NGC3223                    ,3215,32.7,34.67368504525324,1.0724085660620588e-05,34.67331320567228
1150,  UGC00312                   ,4013,33.73,55.71857489319292,1.3385927140301842e-05,55.71782905839273
1151,  NGC5529                    ,3055,33.24,44.46312674691093,1.0190383108303545e-05,44.462673655232365
1152,  NGC0444                    ,4544,33.46,49.20395356814511,1.5157152485804029e-05,49.203207787621885
1153,  NGC3145                    ,4008,33.47,49.43106869868354,1.3369248935541934e-05,49.43040785125599
1154,  UGC00139                   ,3600,33.45,48.97788193684466,1.2008307427133474e-05,48.97729380244373
1155,  UGC01459                   ,5222,34.17,68.23386941416705,1.74187170512475e-05,68.23268088840501
1156,  PGC007957                  ,4172,34.58,82.41381150130013,1.3916294051666904e-05,82.41266462242567
1157,  NGC0931                    ,4762,32.81,36.4753946925608,1.5884322213336e-05,36.47481531484166
1158,  UGC02798                   ,4803,34.02,63.67955209079162,1.6021083492367243e-05,63.678531891715515
1159,  UGC02920                   ,4039,34.16,67.9203632617183,1.3472653805053361e-05,67.91944820650598
1160,  IC2199                     ,4830,33.87,59.42921586155715,1.6111145798070745e-05,59.42825840422147
1161,  NGC2512                    ,4917,33.88,59.70352865838378,1.6401346560893136e-05,59.70254945617958
1162,  UGC04132                   ,5377,34.57,82.03515443298177,1.7935741398804637e-05,82.03368309805573
1163,  NGC2595                    ,4568,34.35,74.13102413009177,1.5237207868651586e-05,74.12989459747851
1164,  NGC3488                    ,3154,32.89,37.84425847170935,1.0520611562549716e-05,37.84386033115478
1165,  NGC3839                    ,6264,33.8,57.543993733715666,2.0894454923212243e-05,57.54279140845443
1166,  NGC3947                    ,6526,34.6,83.17637711026708,2.1768392852631403e-05,83.17456653362743
1167,  UGC08229                   ,6255,34.54,80.90958991783813,2.086443415464441e-05,80.90790182024801
1168,  NGC5430                    ,3094,33.08,41.3047501990161,1.0320473105430825e-05,41.304323918851956
1169,  IC1129                     ,6559,33.56,51.522864458175725,2.1878469004046794e-05,51.521737241444455
1170,  UGC11426                   ,4227,33.3,45.708818961487424,1.4099754304025887e-05,45.70817448745746
1171,  NGC7003                    ,4996,33.99,62.8058358813318,1.6664862196099677e-05,62.80478924817372
1172,  NGC0911                    ,5555,34.71,87.49837752274364,1.8529485488257345e-05,87.49675625286838
1173,  NGC1762                    ,4740,35.05,102.32929922807537,1.5810938112392407e-05,102.32768133143867
1174,  NGC2389                    ,4092,33.93,61.094202490557144,1.3649442775508382e-05,61.09336860011847
1175,  NGC2393                    ,5033,34.0,63.09573444801929,1.6788280911322994e-05,63.09467519688808
1176,  UGC04399                   ,4726,33.82,58.07644175213124,1.5764239139064667e-05,58.07552623564754
1177,  UGC04640                   ,3611,33.55,51.28613839913638,1.204499947760527e-05,51.285520665066755
1178,  UGC06686                   ,6875,34.43,76.91304402866098,2.2932531544872953e-05,76.9112802583003
1179,  UGC08067                   ,3081,33.11,41.879356511791826,1.0277109773055065e-05,41.87892611747094
1180,  NGC7047                    ,5466,34.8,91.20108393559077,1.8232613443530993e-05,91.19942113179901
1181,  NGC4779                    ,3164,32.95,38.904514499428124,1.055396797206953e-05,38.90410390676151
